location,total_sqft,bath,price,bhk
Harsul Extension 47,1152,1,52.05,2
Harsul Extension 47,4838,1,212.04,5
Harsul Phase 26,474,1,22.1,1
Harsul Phase 26,1175,4,63.61,3
Harsul Phase 26,2551,5,123.2,4
Harsul Phase 26,1209,3,69.37,2
Harsul Phase 34,2796,4,156.3,5
Harsul Phase 34,1206,3,65.18,2
Harsul Phase 34,775,2,40.35,1
Harsul Phase 5,1335,1,71.5,3
Harsul Phase 5,2961,3,136.12,4
Harsul Phase 5,4565,2,197.31,5
Harsul Phase 5,552,1,29.99,1
Harsul Phase 5,1632,3,90.29,3
Harsul Phase 5,3363,3,183.42,5
Harsul Phase 5,2040,1,97.99,4
Harsul Phase 5,1920,4,100.08,4
Harsul Phase 56,1440,3,64.9,3
Harsul Phase 56,1013,1,53.66,3
Harsul Phase 56,2542,5,146.87,4
Harsul Phase 56,722,3,40.4,2
Harsul Phase 56,4738,3,249.43,5
Harsul Phase 56,1068,3,60.64,2
Harsul Sector 24,614,2,30.48,1
Harsul Sector 24,4852,3,208.95,5
Harsul Sector 24,1796,3,71.76,3
Harsul Sector 24,1622,4,72.98,3
Harsul Sector 24,878,2,40.92,2
Harsul Sector 24,954,2,44.59,2
Harsul Sector 24,2878,3,117.35,5
Harsul Sector 24,482,1,19.7,1
Harsul Sector 8,3699,5,212.09,5
Harsul Sector 8,1714,4,82.16,3
Harsul Sector 8,2610,5,151.57,4
Harsul Sector 8,1217,4,69.13,3
Harsul Sector 8,1759,3,101.83,3
Harsul Sector 8,1601,3,87.72,3
Harsul South 16,1707,1,92.67,3
Harsul South 16,2413,2,127.82,4
Harsul South 16,1094,1,49.43,2
Harsul South 16,2323,3,108.72,4
Harsul South 16,2663,4,126.7,5
Harsul South 16,1337,3,68.21,3
Harsul South 30,2718,4,129.91,4
Harsul South 30,2780,1,139.79,5
Harsul South 30,1125,3,55.71,2
Harsul South 30,1367,4,70.51,3
Harsul South 30,2138,2,105.79,4
Harsul South 30,3904,4,215.12,5
Harsul West 51,1292,1,73.87,2
Harsul West 51,1670,1,80.25,3
Harsul West 51,1007,1,55.08,3
Harsul West 51,2975,5,147.94,5
Harsul West 51,1339,2,63.87,3
Hudco Block 27,4268,3,195.97,5
Hudco Block 27,1497,1,86.76,3
Hudco Block 27,1439,3,84.86,3
Hudco Block 27,2620,2,142.74,4
Hudco Block 27,1233,3,64.03,2
Hudco Block 27,1383,3,63.06,3
Hudco Block 28,2330,4,111.46,4
Hudco Block 28,1397,3,87.09,3
Hudco Block 28,2269,5,128.05,4
Hudco Block 28,3735,3,228.27,5
Hudco Block 28,859,1,44.73,2
Hudco Block 28,3216,1,195.11,5
Hudco Central 10,1137,1,50.89,3
Hudco Central 10,1502,3,67.38,3
Hudco Central 10,923,2,41.77,2
Hudco Central 10,1052,1,41.8,3
Hudco Central 10,1538,4,74.77,3
Hudco Central 10,1779,1,72.49,3
Hudco Central 10,1016,1,45.93,3
Hudco Central 10,2898,4,136.75,4
Hudco Central 10,1769,3,79.18,3
Hudco Central 14,3081,1,142.86,5
Hudco Central 14,494,1,22.16,1
Hudco Central 14,3316,3,175.89,5
Hudco Central 14,704,1,37.87,1
Hudco Enclave 43,1621,4,81.91,4
Hudco Enclave 43,1117,1,48.35,3
Hudco Enclave 43,1052,2,42.11,3
Hudco Enclave 43,1229,3,59.48,3
Hudco Enclave 43,751,1,37.55,1
Hudco Enclave 43,1707,3,75.06,3
Hudco Enclave 43,1996,1,107.26,4
Hudco Enclave 48,909,1,50.27,2
Hudco Enclave 48,941,2,41.39,2
Hudco Enclave 48,1659,1,87.21,3
Hudco Enclave 48,744,2,38.04,2
Hudco Enclave 48,3663,1,179.54,5
Hudco Extension 33,1605,3,89.43,3
Hudco Extension 33,616,1,27.75,1
Hudco Extension 33,1468,2,65.94,3
Hudco Extension 33,1201,3,57.75,2
Hudco Extension 38,783,2,31.09,1
Hudco Extension 38,4212,5,215.81,5
Hudco Extension 38,1179,2,55.13,2
Hudco Extension 38,1457,1,61.01,3
Hudco Extension 38,958,3,40.32,2
Hudco Extension 38,1389,4,55.05,3
Hudco Extension 55,835,2,36.06,2
Hudco Extension 55,2552,5,152.78,5
Hudco Extension 55,1761,3,85.69,4
Hudco Extension 55,1375,3,79.41,3
Hudco Extension 9,2450,3,115.07,4
Hudco Extension 9,1145,2,66.86,2
Hudco Extension 9,1462,3,76.68,3
Hudco Extension 9,4710,5,226.45,5
Hudco Extension 9,1570,1,79.09,3
Hudco Extension 9,831,1,43.85,2
Hudco Extension 9,1042,1,60.75,2
Hudco Extension 9,1165,4,69.59,3
Hudco Extension 9,1440,3,77.59,3
Hudco Phase 20,1405,4,59.07,3
Hudco Phase 20,1445,1,73.17,3
Hudco Phase 20,1133,1,50.44,3
Hudco Phase 20,1467,2,66.04,3
Hudco Phase 20,1199,3,57.71,2
Hudco Phase 20,2185,5,108.14,4
Hudco Phase 20,2402,4,96.29,4
Hudco Phase 20,4752,2,237.43,5
Hudco Phase 21,2803,5,111.36,4
Hudco Phase 21,1174,2,46.81,3
Hudco Phase 21,4651,5,253.22,5
Hudco Phase 21,1793,1,94.14,3
Hudco Phase 21,991,2,44.7,2
Hudco Phase 21,3654,1,205.47,5
Hudco Phase 21,1288,1,53.95,2
Hudco Phase 25,2758,3,147.48,4
Hudco Phase 25,1167,2,51.84,2
Hudco Phase 25,709,1,33.39,1
Hudco Phase 25,950,1,52.46,2
Hudco Phase 25,949,1,44.55,2
Hudco Sector 49,2034,3,106.34,4
Hudco Sector 49,1158,3,66.23,2
Hudco Sector 49,1632,3,90.97,3
Hudco Sector 49,1082,2,51.57,3
Hudco Sector 49,716,2,39.25,1
Hudco Sector 49,3466,1,196.41,5
Hudco Sector 7,3361,1,153.02,5
Hudco Sector 7,884,2,41.24,2
Hudco Sector 7,606,2,30.38,1
Hudco Sector 7,1665,1,93.23,3
Hudco Sector 7,1610,2,72.0,3
Hudco Sector 7,2795,5,121.26,5
Hudco Sector 7,2908,4,164.87,5
Hudco Sector 7,1002,2,44.18,2
Hudco Sector 8,4853,3,250.67,5
Hudco Sector 8,1606,2,77.18,3
Hudco Sector 8,1041,1,48.56,2
Hudco Sector 8,2614,4,154.07,5
Hudco Sector 8,1280,3,76.38,2
Hudco South 11,1237,1,70.76,3
Hudco South 11,1558,3,95.1,3
Hudco South 11,2770,1,146.95,5
Hudco South 11,2488,3,146.86,4
Hudco South 37,2884,2,159.42,4
Hudco South 37,920,3,46.32,2
Hudco South 37,3477,3,201.77,5
Hudco South 37,736,1,32.86,2
Hudco South 37,1617,2,76.02,3
Hudco South 42,1001,3,48.38,2
Hudco South 42,3243,5,129.3,5
Hudco South 42,705,1,30.17,1
Hudco South 42,1704,3,92.66,3
Hudco South 42,481,1,21.85,1
Hudco West 45,1519,4,83.66,3
Hudco West 45,4426,5,231.08,5
Hudco West 45,480,2,26.33,1
Hudco West 45,3129,3,148.23,5
Hudco West 6,1774,3,84.85,3
Hudco West 6,2212,4,90.67,4
Hudco West 6,1171,1,50.94,3
Jalna Road Block 4,1027,3,54.71,3
Jalna Road Block 4,2477,4,122.71,4
Jalna Road Block 4,2240,3,131.11,4
Jalna Road Block 4,1034,2,51.96,2
Jalna Road Block 4,1067,2,55.98,2
Jalna Road Block 55,583,1,25.03,1
Jalna Road Block 55,1670,1,69.81,3
Jalna Road Block 55,4574,4,222.85,5
Jalna Road Block 55,1467,2,64.84,3
Jalna Road Block 55,1733,2,74.01,3
Jalna Road Block 6,1364,1,77.19,3
Jalna Road Block 6,2340,1,108.75,4
Jalna Road Block 6,1312,2,66.18,3
Jalna Road Block 6,3145,4,153.28,5
Jalna Road Block 6,1080,2,59.56,2
Jalna Road Central 42,1177,1,59.03,2
Jalna Road Central 42,2282,4,108.85,4
Jalna Road Central 42,631,2,32.46,1
Jalna Road Central 42,1077,2,61.49,2
Jalna Road Central 42,2635,5,140.48,5
Jalna Road Central 47,2282,3,107.56,4
Jalna Road Central 47,2806,3,130.65,4
Jalna Road Central 47,1271,3,49.6,2
Jalna Road Central 47,1085,2,54.9,2
Jalna Road Central 47,969,2,36.0,2
Jalna Road East 23,2852,1,141.06,4
Jalna Road East 23,1516,2,83.92,3
Jalna Road East 23,1292,1,59.94,2
Jalna Road East 23,2554,2,117.91,5
Jalna Road East 25,1393,4,63.34,3
Jalna Road East 25,618,2,35.8,1
Jalna Road East 25,1200,3,56.2,3
Jalna Road East 25,1032,1,54.52,3
Jalna Road East 25,1117,2,48.68,2
Jalna Road East 25,1085,2,65.2,2
Jalna Road East 36,1249,3,74.05,3
Jalna Road East 36,3474,4,157.01,5
Jalna Road East 36,1671,4,98.96,3
Jalna Road East 52,2810,1,164.23,4
Jalna Road East 52,1738,3,88.14,4
Jalna Road East 52,1744,5,94.87,4
Jalna Road East 52,1003,4,56.98,3
Jalna Road East 52,1755,4,82.03,3
Jalna Road East 52,2509,1,123.63,4
Jalna Road East 52,1658,3,92.26,3
Jalna Road East 58,882,1,51.75,2
Jalna Road East 58,1575,1,95.74,3
Jalna Road East 58,3854,1,217.74,5
Jalna Road East 58,1118,2,52.63,2
Jalna Road East 58,2818,4,169.96,4
Jalna Road Enclave 10,1702,2,94.25,3
Jalna Road Enclave 10,1479,2,68.58,3
Jalna Road Enclave 10,969,3,56.41,2
Jalna Road Enclave 10,2420,3,136.75,4
Jalna Road Enclave 10,2992,4,149.34,5
Jalna Road North 17,1016,2,48.17,3
Jalna Road North 17,405,1,16.25,1
Jalna Road North 17,703,1,30.9,1
Jalna Road North 17,1740,5,85.3,4
Jalna Road North 18,2568,4,110.94,5
Jalna Road North 18,2451,4,102.43,4
Jalna Road North 18,1691,1,75.45,3
Jalna Road North 18,858,1,36.64,2
Jalna Road Phase 2,1295,2,60.34,3
Jalna Road Phase 2,1134,4,52.64,3
Jalna Road Phase 2,4910,1,226.91,5
Jalna Road Phase 2,1612,4,78.25,3
Jalna Road Phase 2,1295,2,57.03,2
Jalna Road Phase 2,1512,3,71.55,3
Jalna Road Sector 3,2318,2,106.54,4
Jalna Road Sector 3,2822,2,122.05,4
Jalna Road Sector 3,3856,1,179.31,5
Jalna Road Sector 3,1474,2,62.21,3
Jalna Road Sector 3,4872,4,206.99,5
Jalna Road Sector 3,2419,2,93.79,4
Jalna Road Sector 3,1214,4,46.47,3
Jalna Road Sector 49,1312,1,67.28,3
Jalna Road Sector 49,1596,2,76.48,3
Jalna Road Sector 49,1683,3,92.45,3
Jalna Road Sector 49,2987,3,172.68,4
Jalna Road Sector 49,1007,1,51.12,3
Jalna Road Sector 49,959,2,55.13,2
Jalna Road Sector 9,4690,2,241.85,5
Jalna Road Sector 9,1166,4,61.6,3
Jalna Road Sector 9,1280,2,58.32,3
Jalna Road Sector 9,845,3,34.57,2
Jalna Road Sector 9,1237,2,52.41,2
Jalna Road Sector 9,3115,5,143.53,5
Jalna Road South 21,1688,4,89.18,3
Jalna Road South 21,3209,3,190.65,5
Jalna Road South 21,3255,1,145.23,5
Jalna Road West 29,1124,2,61.59,2
Jalna Road West 29,1129,2,69.25,2
Jalna Road West 29,421,1,21.26,1
Jalna Road West 29,2550,5,144.25,4
Jalna Road West 29,2982,2,181.52,4
Jalna Road West 29,493,1,28.48,1
Kranti Chowk Block 14,3576,4,187.97,5
Kranti Chowk Block 14,755,1,38.44,2
Kranti Chowk Block 14,1137,1,55.12,3
Kranti Chowk Block 14,1458,3,81.87,3
Kranti Chowk Block 14,1734,3,85.6,3
Kranti Chowk Block 14,882,2,45.97,2
Kranti Chowk Block 14,1648,5,76.42,4
Kranti Chowk Block 39,1370,2,61.9,3
Kranti Chowk Block 39,1504,2,56.66,3
Kranti Chowk Block 39,4584,1,188.96,5
Kranti Chowk Block 39,426,1,16.26,1
Kranti Chowk Block 39,2090,2,96.4,4
Kranti Chowk Block 39,2598,4,109.3,4
Kranti Chowk Block 39,3231,2,142.22,5
Kranti Chowk Block 39,825,2,41.23,2
Kranti Chowk Block 39,2983,1,123.83,4
Kranti Chowk Block 6,1159,4,57.44,3
Kranti Chowk Block 6,1646,4,75.8,3
Kranti Chowk Block 6,1298,1,67.5,3
Kranti Chowk Block 6,1283,3,70.06,3
Kranti Chowk Block 6,1253,1,70.12,2
Kranti Chowk Block 6,1267,3,63.4,2
Kranti Chowk East 24,2749,1,129.14,4
Kranti Chowk East 24,1976,4,118.45,4
Kranti Chowk East 24,2755,3,157.15,4
Kranti Chowk East 24,1674,4,92.96,3
Kranti Chowk East 24,1782,1,105.65,3
Kranti Chowk East 24,509,2,28.63,1
Kranti Chowk Enclave 23,1156,1,60.12,2
Kranti Chowk Enclave 30,1281,1,57.86,2
Kranti Chowk Enclave 30,3208,4,162.98,5
Kranti Chowk Enclave 30,2651,4,156.88,5
Kranti Chowk Enclave 30,4501,1,251.97,5
Kranti Chowk Enclave 30,793,3,42.43,2
Kranti Chowk Enclave 30,2537,2,121.67,5
Kranti Chowk North 32,1011,2,61.09,2
Kranti Chowk North 32,2782,3,136.1,5
Kranti Chowk North 32,957,1,46.67,2
Kranti Chowk North 32,4736,2,256.06,5
Kranti Chowk North 32,4906,4,279.42,5
Kranti Chowk North 32,1792,1,87.74,3
Kranti Chowk North 32,1181,2,72.04,3
Kranti Chowk North 41,1299,4,64.61,3
Kranti Chowk North 41,840,1,40.03,2
Kranti Chowk North 41,721,3,38.83,2
Kranti Chowk North 41,1499,1,82.19,3
Kranti Chowk North 41,1134,1,50.83,2
Kranti Chowk North 41,967,1,50.02,2
Kranti Chowk North 41,1979,4,107.32,4
Kranti Chowk North 41,2992,1,148.82,4
Kranti Chowk North 41,949,3,49.93,2
Kranti Chowk North 42,1404,3,61.85,3
Kranti Chowk North 42,2263,2,135.45,4
Kranti Chowk North 42,1511,2,85.67,3
Kranti Chowk North 42,1751,4,97.38,3
Kranti Chowk North 8,2619,5,105.7,4
Kranti Chowk North 8,1032,1,44.5,2
Kranti Chowk North 8,2462,4,104.41,4
Kranti Chowk North 8,1750,2,79.86,3
Kranti Chowk North 8,701,2,31.81,1
Kranti Chowk Phase 22,1735,1,100.43,3
Kranti Chowk Phase 22,2595,4,156.03,4
Kranti Chowk Phase 22,4283,5,247.46,5
Kranti Chowk Phase 22,1657,3,86.64,4
Kranti Chowk Phase 22,937,2,48.77,2
Kranti Chowk Phase 22,702,2,42.75,1
Kranti Chowk Phase 4,2245,5,88.09,4
Kranti Chowk Phase 4,1648,2,76.59,3
Kranti Chowk Phase 4,2308,3,104.13,4
Kranti Chowk Phase 4,2415,4,96.28,4
Kranti Chowk Phase 4,2011,4,96.54,4
Kranti Chowk Phase 4,1129,2,49.88,2
Kranti Chowk Sector 56,783,1,34.39,1
Kranti Chowk Sector 56,3845,3,165.07,5
Kranti Chowk Sector 56,750,2,37.96,2
Kranti Chowk Sector 56,1750,4,92.94,3
Kranti Chowk Sector 56,2540,1,139.11,4
Kranti Chowk South 17,1097,2,56.69,2
Kranti Chowk South 17,1106,2,60.88,2
Kranti Chowk South 17,3261,4,165.18,5
Kranti Chowk South 37,3043,1,136.31,5
Kranti Chowk South 37,1719,4,92.7,3
Kranti Chowk South 37,555,2,31.6,1
Kranti Chowk South 37,2485,2,120.56,4
Kranti Chowk South 37,1024,1,59.15,3
Kranti Chowk South 37,1583,1,88.62,3
Kranti Chowk West 28,1771,3,80.57,3
Kranti Chowk West 28,2874,3,156.38,4
Kranti Chowk West 28,3118,5,173.09,5
Kranti Chowk West 28,1213,3,54.54,3
Kranti Chowk West 28,1395,1,78.12,3
Kranti Chowk West 28,2329,3,121.47,4
Kranti Chowk West 28,3459,1,178.6,5
MGM Campus Central 51,4806,3,271.54,5
MGM Campus Central 51,1611,3,70.55,4
MGM Campus Central 51,2199,5,110.6,4
MGM Campus Central 51,1043,1,48.23,3
MGM Campus Central 51,2090,5,112.76,4
MGM Campus East 39,1253,2,56.37,2
MGM Campus East 39,1159,1,48.4,3
MGM Campus East 39,1679,1,73.86,3
MGM Campus East 39,1865,3,92.19,4
MGM Campus East 39,1729,4,88.84,4
MGM Campus East 53,1237,2,62.53,3
MGM Campus East 53,4706,1,213.72,5
MGM Campus East 53,3591,4,165.07,5
MGM Campus East 53,640,1,32.06,1
MGM Campus Enclave 18,1249,2,66.54,2
MGM Campus Enclave 18,2933,3,150.91,4
MGM Campus Enclave 18,1052,3,59.11,2
MGM Campus Enclave 18,1275,3,66.38,2
MGM Campus Enclave 18,3694,3,211.32,5
MGM Campus Enclave 18,2421,2,135.98,4
MGM Campus Enclave 26,643,1,36.53,1
MGM Campus Enclave 26,1120,2,50.96,2
MGM Campus Enclave 26,1742,4,87.84,3
MGM Campus Enclave 26,915,3,52.47,2
MGM Campus Enclave 26,1311,2,70.51,3
MGM Campus Extension 24,2957,1,119.47,4
MGM Campus Extension 24,1617,1,87.07,3
MGM Campus Extension 24,1396,3,73.42,3
MGM Campus Extension 24,772,2,33.36,2
MGM Campus Extension 24,4669,3,262.14,5
MGM Campus Extension 24,4791,1,215.17,5
MGM Campus Extension 24,3716,3,156.15,5
MGM Campus Extension 24,1654,3,70.34,3
MGM Campus Extension 32,714,3,32.42,2
MGM Campus Extension 32,3398,3,153.6,5
MGM Campus Extension 32,1156,3,60.71,3
MGM Campus Extension 32,1108,3,59.22,2
MGM Campus Extension 32,539,2,25.52,1
MGM Campus Extension 32,3773,2,178.45,5
MGM Campus Extension 32,4496,4,247.48,5
MGM Campus Phase 6,715,2,35.64,1
MGM Campus Phase 6,1249,3,50.6,2
MGM Campus Phase 6,3581,3,163.72,5
MGM Campus Phase 6,1285,3,72.23,2
MGM Campus Sector 41,2065,2,115.48,4
MGM Campus Sector 41,2514,4,125.25,5
MGM Campus Sector 41,400,1,17.43,1
MGM Campus Sector 41,1108,1,49.57,2
MGM Campus Sector 41,1071,1,58.12,3
MGM Campus Sector 41,1796,1,94.56,3
MGM Campus Sector 41,1039,4,49.44,3
MGM Campus Sector 41,1696,2,79.15,3
MGM Campus Sector 41,1162,1,59.55,2
MGM Campus Sector 5,1208,2,51.41,3
MGM Campus Sector 5,3346,4,159.13,5
MGM Campus Sector 5,1062,1,52.12,2
MGM Campus Sector 5,1567,4,76.96,3
MGM Campus Sector 5,2675,5,110.09,5
MGM Campus Sector 5,2091,5,83.54,4
MGM Campus Sector 5,1532,4,80.55,3
MGM Campus Sector 5,1214,3,49.84,3
MGM Campus Sector 52,1066,2,50.92,2
MGM Campus Sector 52,1306,1,66.0,3
MGM Campus Sector 52,1594,3,92.23,3
MGM Campus Sector 52,1083,4,64.48,3
MGM Campus Sector 52,4668,5,208.09,5
MGM Campus Sector 7,1704,2,84.72,3
MGM Campus Sector 7,842,2,40.17,2
MGM Campus Sector 7,1699,1,98.66,3
MGM Campus Sector 7,4942,4,268.63,5
MGM Campus Sector 7,1677,2,74.62,3
MGM Campus Sector 7,3837,1,208.83,5
MGM Campus South 13,801,2,37.2,2
MGM Campus South 13,898,2,49.14,2
MGM Campus South 13,1085,1,52.48,3
MGM Campus South 13,4662,2,231.24,5
MGM Campus South 13,4667,1,234.7,5
MGM Campus South 13,3941,3,223.59,5
MGM Campus South 3,1959,5,111.34,4
MGM Campus South 3,1270,3,58.76,3
MGM Campus South 3,853,3,40.71,2
MGM Campus South 3,790,3,39.56,2
MGM Campus South 3,1783,3,81.84,3
MGM Campus West 2,763,2,36.21,1
MGM Campus West 2,2408,3,138.69,4
MGM Campus West 22,731,3,30.88,2
MGM Campus West 22,1262,1,50.28,3
MGM Campus West 22,866,2,39.65,2
MGM Campus West 22,1193,2,52.55,2
MGM Campus West 22,3410,4,168.56,5
MGM Campus West 22,2759,2,142.81,4
MGM Campus West 46,2556,4,112.35,4
MGM Campus West 46,1659,1,97.32,3
MGM Campus West 46,4298,4,198.09,5
MGM Campus West 46,3692,2,174.33,5
MGM Campus West 46,1202,3,64.56,3
MGM Campus West 46,1041,2,58.11,3
Mukundwadi Block 38,1164,1,65.26,2
Mukundwadi Block 38,1100,2,53.61,3
Mukundwadi Block 38,2009,3,95.87,4
Mukundwadi Block 38,3758,5,168.96,5
Mukundwadi Block 38,1220,1,53.45,2
Mukundwadi Block 38,2835,5,158.85,5
Mukundwadi Block 38,1262,1,58.58,3
Mukundwadi Central 52,1303,2,64.91,3
Mukundwadi Central 52,4115,5,218.63,5
Mukundwadi Central 52,4268,1,230.81,5
Mukundwadi Central 59,967,2,41.21,2
Mukundwadi Central 59,1315,3,62.34,3
Mukundwadi Central 59,1049,4,59.16,3
Mukundwadi Central 59,671,1,35.56,1
Mukundwadi Central 59,2520,1,104.66,5
Mukundwadi Central 59,4828,1,214.76,5
Mukundwadi Central 59,2981,1,159.13,4
Mukundwadi Central 59,1259,4,53.48,3
Mukundwadi Central 59,1419,2,65.46,3
Mukundwadi East 44,730,3,39.33,2
Mukundwadi East 44,581,2,32.62,1
Mukundwadi Enclave 12,1751,3,92.51,3
Mukundwadi Enclave 12,1513,4,81.29,3
Mukundwadi Enclave 12,2740,2,128.87,4
Mukundwadi Enclave 17,1501,1,69.92,3
Mukundwadi Enclave 17,1722,1,91.47,3
Mukundwadi Enclave 17,2219,4,110.25,4
Mukundwadi Enclave 43,1046,1,45.33,3
Mukundwadi Enclave 43,2051,2,97.94,4
Mukundwadi Enclave 43,3838,5,234.73,5
Mukundwadi Enclave 43,2168,1,94.83,4
Mukundwadi Enclave 46,977,1,53.61,2
Mukundwadi Enclave 46,2426,2,128.02,4
Mukundwadi Enclave 46,912,3,43.82,2
Mukundwadi Enclave 46,4462,2,239.68,5
Mukundwadi Enclave 46,1171,3,59.78,2
Mukundwadi Enclave 46,1629,2,88.04,3
Mukundwadi Extension 31,1899,2,117.26,4
Mukundwadi Extension 31,857,3,48.1,2
Mukundwadi Extension 31,1271,4,76.72,3
Mukundwadi Extension 31,3733,5,224.17,5
Mukundwadi Extension 32,1561,4,87.98,3
Mukundwadi Extension 32,1254,3,73.22,2
Mukundwadi Extension 32,2771,4,164.0,4
Mukundwadi Extension 32,1351,4,66.2,3
Mukundwadi Extension 32,687,2,38.86,1
Mukundwadi Extension 32,2890,2,170.0,4
Mukundwadi Extension 32,1090,2,66.23,3
Mukundwadi North 56,2653,5,136.39,5
Mukundwadi North 56,1430,4,72.61,3
Mukundwadi North 56,1265,2,70.41,3
Mukundwadi North 56,727,2,38.8,1
Mukundwadi North 56,2990,4,153.81,5
Mukundwadi Phase 10,1070,3,54.57,3
Mukundwadi Phase 10,1326,2,64.94,3
Mukundwadi Phase 10,1623,4,74.64,3
Mukundwadi Phase 10,2288,1,120.11,4
Mukundwadi South 1,1065,1,57.35,3
Mukundwadi South 1,1931,4,115.42,4
Mukundwadi South 1,1196,3,73.25,2
Mukundwadi South 1,756,3,36.77,2
Mukundwadi South 1,1245,1,58.41,2
Mukundwadi South 1,1140,2,65.87,2
Mukundwadi South 1,3753,3,230.77,5
Mukundwadi West 48,733,2,43.14,2
Mukundwadi West 48,2318,1,123.77,4
Mukundwadi West 48,921,3,44.07,2
Mukundwadi West 48,1678,1,87.14,3
Mukundwadi West 48,1118,1,50.48,3
Mukundwadi West 48,1173,4,70.02,3
Mukundwadi West 54,4996,5,251.15,5
Mukundwadi West 54,732,2,39.12,2
Mukundwadi West 54,1777,2,100.75,4
Mukundwadi West 54,2969,4,135.03,4
Mukundwadi West 54,850,2,35.51,2
Mukundwadi West 54,2086,1,91.99,4
Mukundwadi West 54,834,3,46.11,2
Mukundwadi West 55,736,2,35.75,2
Mukundwadi West 55,742,1,27.8,1
Mukundwadi West 55,4214,4,159.45,5
Mukundwadi West 55,1224,1,48.81,3
Mukundwadi West 55,4965,4,227.09,5
Mukundwadi West 55,2717,4,140.1,5
Mukundwadi West 55,1294,3,50.0,2
Nakshtrawadi Block 15,1198,3,60.49,3
Nakshtrawadi Block 15,1772,3,87.57,3
Nakshtrawadi Block 15,4186,2,185.95,5
Nakshtrawadi Block 15,1068,2,51.62,2
Nakshtrawadi Block 15,1880,4,92.51,4
Nakshtrawadi Block 15,966,2,48.4,2
Nakshtrawadi Block 15,1785,4,82.3,3
Nakshtrawadi Central 41,3598,5,171.89,5
Nakshtrawadi Central 41,1140,2,48.5,2
Nakshtrawadi Central 41,1620,3,82.58,4
Nakshtrawadi Central 41,1006,3,43.98,3
Nakshtrawadi Central 57,2083,3,98.4,4
Nakshtrawadi Central 57,2644,2,104.96,4
Nakshtrawadi Central 57,2273,5,86.64,4
Nakshtrawadi Central 57,1293,2,67.11,2
Nakshtrawadi Central 57,2539,1,101.85,5
Nakshtrawadi Central 57,1767,3,71.82,3
Nakshtrawadi East 4,687,1,30.21,1
Nakshtrawadi East 4,1680,3,89.65,3
Nakshtrawadi East 4,1134,3,50.52,3
Nakshtrawadi East 4,796,1,38.92,1
Nakshtrawadi East 4,511,2,27.31,1
Nakshtrawadi East 4,3182,5,157.19,5
Nakshtrawadi East 4,1073,4,51.93,3
Nakshtrawadi East 4,4711,4,205.1,5
Nakshtrawadi East 5,2828,2,140.64,5
Nakshtrawadi East 5,2444,1,137.95,4
Nakshtrawadi East 5,674,2,39.75,1
Nakshtrawadi East 5,1161,4,63.32,3
Nakshtrawadi East 5,2456,2,130.87,4
Nakshtrawadi East 5,1020,4,52.07,3
Nakshtrawadi Enclave 53,1703,4,77.52,3
Nakshtrawadi Enclave 53,603,1,26.8,1
Nakshtrawadi Enclave 53,1278,1,61.15,2
Nakshtrawadi Enclave 53,2504,4,97.67,5
Nakshtrawadi Enclave 53,1941,3,76.64,4
Nakshtrawadi Enclave 53,1123,2,45.73,2
Nakshtrawadi Extension 30,1554,3,81.45,3
Nakshtrawadi Extension 30,949,3,43.65,2
Nakshtrawadi Extension 30,1656,1,71.7,3
Nakshtrawadi Extension 44,1475,4,76.41,3
Nakshtrawadi Extension 44,782,2,31.92,2
Nakshtrawadi Extension 44,1463,2,59.17,3
Nakshtrawadi Extension 44,747,3,35.52,2
Nakshtrawadi Extension 44,1269,1,58.41,3
Nakshtrawadi Extension 50,1212,1,59.02,3
Nakshtrawadi Extension 50,867,3,48.19,2
Nakshtrawadi Extension 50,1739,4,99.32,3
Nakshtrawadi Extension 50,1149,2,55.78,3
Nakshtrawadi Extension 50,1510,3,78.18,3
Nakshtrawadi Extension 50,2836,5,149.84,5
Nakshtrawadi Extension 50,1141,1,67.78,2
Nakshtrawadi North 3,1583,3,86.99,3
Nakshtrawadi North 3,2158,4,93.21,4
Nakshtrawadi North 3,1246,1,62.65,2
Nakshtrawadi North 3,2023,2,96.72,4
Nakshtrawadi North 3,1294,2,61.84,2
Nakshtrawadi North 9,2335,1,126.82,4
Nakshtrawadi North 9,1962,3,114.83,4
Nakshtrawadi North 9,2913,1,126.71,5
Nakshtrawadi North 9,1536,3,80.92,3
Nakshtrawadi North 9,525,2,26.95,1
Nakshtrawadi North 9,1211,2,52.28,2
Nakshtrawadi Phase 32,869,2,45.42,2
Nakshtrawadi Phase 32,1328,4,72.93,3
Nakshtrawadi Phase 32,1005,3,54.21,3
Nakshtrawadi Phase 32,1397,4,72.57,3
Nakshtrawadi Phase 32,4674,3,245.62,5
Nakshtrawadi Phase 38,1770,3,88.78,4
Nakshtrawadi Phase 38,3850,4,171.96,5
Nakshtrawadi Phase 38,2569,2,143.31,5
Nakshtrawadi Phase 38,1472,4,83.17,3
Nakshtrawadi Phase 8,646,1,34.0,1
Nakshtrawadi Phase 8,1184,3,67.57,2
Nakshtrawadi Phase 8,1837,1,103.5,4
Nakshtrawadi Phase 8,1574,2,89.92,3
Nakshtrawadi Phase 8,651,2,32.33,1
Nakshtrawadi Phase 8,515,2,26.39,1
Nakshtrawadi Phase 8,3791,3,170.24,5
Nakshtrawadi Sector 11,2103,5,103.92,4
Nakshtrawadi Sector 11,1039,1,56.12,2
Nakshtrawadi Sector 11,1263,2,52.44,3
